Codigo,Unidade
4021185,HOSPITAL MUNICIPAL DRA MONALISA LOUZADA
4021460,HOSPITAL MUNICIPAL DE ANDARAI
4022068,CASA DE SAUDE SENHOR DO BONFIM
4022262,HOSPITAL MUNICIPAL DR MANOEL NOVAES
4022416,HOSPITAL MUNICIPAL DR JOSE MARIA DE MAGALHAES NETO
4022718,HOSPITAL MUNICIPAL CARMELA DUTRA
4022742,SECRETARIA MUNICIPAL DE SAUDE
4022750,HOSPITAL MUNICIPAL DE BOM JESUS DA SERRA
4022807,HOSPITAL MUNICIPAL DE BOQUIRA
4023463,HOSPITAL MUNICIPAL DRA JOSEFA MONTEIRO
4023536,HOSPITAL E MATERNIDADE JOAO DURVAL CARNEIRO
4024222,HOSPITAL MUNICIPAL DE CARAVELAS
4024303,HOSPITAL MUNICIPAL DE CARINHANHA
4025148,HOSPITAL MUNICIPAL MILTON ROCHA SOUZA
4025849,CENTRO DE SAUDE MONSENHOR VALDEMAR
4026640,HOSPITAL MUNICIPAL DE IPIRA
4026756,HOSPITAL MUNICIPAL DE IRAMAIA
4026896,HOSPITAL REGIONAL DR MARIO DOURADO SOBRINHO
4027876,SECRETARIA MUNICIPAL DA SAUDE DE JAGUAQUARA
4028155,HOSPITAL REGIONAL DE JUAZEIRO
4028481,P A ADONIDIO JOAO RIBEIRO
4028511,HOSPITAL DEPUTADO LUIS EDUARDO MAGALHAES
4028740,HOSPITAL MUNICIPAL DE MEDEIROS NETO
4028759,HOSPITAL MUNICIPAL MONSENHOR BERENGUER
4029607,HOSPITAL AURELIO JUSTINIANO ROCHA
4029801,HOSPITAL PROFESSOR EDGAR SANTOS
4029844,HOSPITAL MUNICIPAL MARIA PEREIRA BARBOSA
4030184,CENTRO DE SAUDE SAO JOAO BATISTA
4032101,HOSPITAL SAO DOMINGOS
4032691,HOSPITAL JONAS FERREIRA DA SILVA
4032837,HOSPITAL MUNICIPAL DR JOSE MARIA DE MAGALHAES NETTO
4033256,HOSPITAL MUNICIPAL JOAO FERREIRA DE SOUZA
4033418,HOSPITAL MUNICIPAL PADRE ANTONIO MANOEL DA ROCHA
4033760,CENTRO DE SAUDE DONA NAIR GOMES CALDAS
4034236,HOSPITAL UNIVERSITARIO CIENCIAS MEDICAS
4041062,PRONTO ATENDIMENTO MUNICIPAL DE ILICINEA
4041283,PRONTO ATENDIMENTO MUNICIPAL MARIA GUERRA
4041445,UNIDADE BASICA DE SAUDE DR MANOEL BARBOSA DE BARROS
4041690,SANTA CASA DE MISER DE LIMA DUARTE
4042085,CASA DE CARIDADE DE MURIAE HOSPITAL SAO PAULO
4042107,HOSPITAL PRONTOCOR DE MURIAE
4042298,PRONTO SOCORRO MUNICIPAL DE MUTUM
4044541,SECRETARIA MUNICIPAL DE SAUDE DE CARIACICA
4044916,HOSPITAL UNIVERSITARIO CASSIANO ANTONIO MORAES HUCAM
4046811,EAP DR JOSE MONTEIRO DO AMARAL APARECIDA
4047303,PRONTO SOCORRO CENTRAL DE BAURU
4047478,PRONTO SOCORRO MUNICIPAL BORBOREMA
4047613,PRONTO SOCORRO DA VILA DIRCE
4047621,UN DE URGENCIA EMERGENCIA DR PEDRO CAGNONI CASA BRANCA
4048334,DEPARTAMENTO DE VIGILANCIA EM SAUDE
4048466,UBS AMADOR BUENO
4048474,PRONTO SOCORRO VEREADOR LEVY DE LIMA
4048644,PRONTO SOCORRO MUNICIPAL DE JUNQUEIROPOLIS
4048660,UMS DE JUQUITIBA
4048725,PRONTO ATENDIMENTO MUNICIPAL DE MINEIROS DO TIETE
4048849,VIGILANCIA EM SAUDE MONTE ALTO
4049020,SANTA CASA DE OURINHOS
4049225,PRONTO ATENDIMENTO DE PIRATININGA
4049284,PRONTO SOCORRO QUIETUDE
4049632,PRONTO ATENDIMENTO SANTO ANTONIO DE POSSE
4049918,PA MUN J MACEDONIA
4050150,UBS PARELHEIROS
4050169,UPA PERUS DR LUIZ ANTONIO DE ABREU SAMPAIO DORIA
4050185,AMA UBS JARDIM ALFREDO
4050282,PSM DONA MARIA ANTONIETA FERREIRA DE BARROS
4050320,PS MUN DR ALVARO DINO DE ALMEIDA
4050665,PRONTO SOCORRO MUNICIPAL DE TAUBATE
4050746,PRONTO ATEND MEDICO MUNICIPAL DR FRANCISCO MANZANO THOME
4051033,SMS DE ALMIRANTE TAMANDARE
4051165,ASSOCIACAO HOSPITALAR BENEFICENTE MOACIR MICHELETTO
4051181,HOSPITAL SAO LUCAS
4051203,HOSPITAL SANTA RITA
4051513,SANTA CASA DE CAMBARA
4052536,HOSPITAL ENTRE RIOS
4052617,HOSPITAL MUNICIPAL DE FIGUEIRA
4052994,UNIDADE CENTRAL DE SAUDE
4053907,HOSPITAL RONDON
4054695,HOSPITAL MUNICIPAL PREFEITO QUINTO ABRAO DELAZERI
4055683,SANTA CASA DE RIBEIRAO CLARO
4055748,HOSPITAL SAO RAFAEL
4055861,POLICLINICA SANTA HELENA
4056655,PAM HENRIQUE BARTOLOMEU TRICHES
4056698,PRONTO ATENDIMENTO 24 HORAS DR JORGE MILTON NUNES
4056752,HOESP
4057058,HOSPITAL SAO VICENTE DE PAULO
4061098,UNIDADE DE ESF BENEMERITA ANA ZILDA RUTHES
4067371,VIGILANCIA SANITARIA
4068548,SISTEMA DE VIGILANCIA EM SAUDE VIAMAO
4068823,HOSPITAL E MATERNIDADE DE RIO BRILHANTE
4069099,HOSPITAL MUNICIPAL SANTO ANTONIO ARIPUANA
4069463,SECRETARIA DE ESTADO DE SAUDE DE MATO GROSSO
4069803,HOSPITAL MUNICIPAL DE JUINA DR HIDEO SAKUNO
4070070,HOSPITAL MUNICIPAL DE QUERENCIA
4070135,SECRETARIA MUNICIPAL DE SAUDE DE SAO JOSE DO RIO CLARO
5005027,UMMI UNIDADE MUNICIPAL MATERNO INFANTIL
5018110,HOSPITAL MUNICIPAL DR JOSE EVANGELISTA DE OLIVEIRA
5020743,HOSPITAL MUNICIPAL DE IBIPITANGA
5022118,HOSPITAL CASSEMS
5026253,HOSPITAL PORTO ALEGRE ABSM
5027438,HOSPITAL DO CORACAO DO BRASIL
5041619,UBS V ADERBAL GOMES DA SILVA
5042062,NEOVIDA RESENDE
5050170,HOSPITAL DR OSVALDO TEIXEIRA
5057531,HOSPITAL MUNICIPAL SANTA MARIA
5060761,HOSPITAL MUNICIPAL DR JOSE GUSTAVO ALVES
5061989,HOSPITAL MUNICIPAL PADRE GERMANO LAUCK
5073898,DOMINGOS LOURENCO HOSPITAL E MATERNIDADE
5074320,INTERMEDICA SISTEMA DE SAUDE SA
5077680,HOSPITAL MUNICIPAL JOSE FACUNDO FILHO
5084415,HOSPITAL PRONTOCORDIS
5084458,SPA SAO RAIMUNDO
5093619,HOSPITAL MUNICIPAL DE CARUARU DR MANOEL AFONSO PORTO NETO
5095808,HOSPITAL ESTADUAL DE TRINDADE WALDA F DOS SANTOS HETRIN
5095824,HOSPITAL BASILEU ESTRELA
5099978,CENTRAL DE REGULACAO MEDICA DAS URGENCIAS SAMU
5101654,HOSPITAL SINO BRASILEIRO
5106443,CENTRO MEDICO FREI GALVAO
5106702,UNIMED COSTA DO SOL HOSPITAL
5108969,HOSPITAL UNIMED
5110025,HOSPITAL NOSSA SENHORA DE FATIMA
5111730,HOSPITAL DO CORACAO
5126770,NUCLEO DE VIGILANCIA EPIDEMIOLOGICA
5129753,HOSPITAL REGIONAL JOSE FRANCO SOBRINHO
5132177,SAUDE RESIDENCIA
5135117,HOSPITAL SAO BERNARDO DO CAMPO
5136385,HOSPITAL AGNUS DEI
5144175,HOSPITAL UNIMED PALMAS
5146437,PRONTO ATENDIMENTO MUNICIPAL DECIO LORDANO
5158044,HOSPITAL NAVAL MARCILIO DIAS
5160081,UNIDADE SAUDE DA FAMILIA SEDE I
5160308,PRONTOBABY HOSPITAL DA CRIANCA LTDA
5166292,HOSPITAL MUNICIPAL LUIS EDUARDO MAGALHAES
5169976,HOSPITAL E PRONTO SOCORRO DR ARISTOTELES PLATAO B DE ARAUJO
5171946,HOSPITAL SAO LUCAS RIBEIRANIA
5177235,HOSPITAL MUNICIPAL NOEMIA ELOY
5186366,SMS SECRETARIA MUNICIPAL DA SAUDE DE FORTALEZA
5192870,UBS DO POVO DE SANTA ROSA DE VITERBO
5193273,UNIDADE DE SAUDE LUIZ FRANCISCO DE MIRANDA
5195063,HOSPITAL DO CORACAO DE ALAGOAS
5200105,HOSPITAL MUNICIPAL PIMENTAS BONSUCESSO MANUEL DE PAIVA
5212588,UNIDADE DE SAUDE DA FAMILIA MANDAQUARIL
5222710,SPA E POLICLINICA DR JOSE LINS
5223962,INSTITUTO DE CARDIOLOGIA HOSPITAL VIAMAO
5230241,ACONSEL
5232511,HOSPITAL PRO VIDA
5232996,CENTRO MEDICO UNIMED RIO BRANCO
5237750,HOSPITAL UNIMED SAO ROQUE
5239869,NOTRE DAME INTERMEDICA SAUDE S A INDICO PA SBC
5240085,HOSPITAL NOSSA SENHORA DE FATIMA
5248043,HOSPITAL PARANAGUA
5252849,HOSPITAL JORGE SAADE ONCOLOGIA E ESPECIALIDADES
5253381,HOSPITAL UNIMED
5259789,HOSPITAL E MATERNIDADE POLICLIN
5268125,AMA MAURICE PATE
5272378,VIGILANCIA EPIDEMIOLOGICA DE OSASCO
5279003,HOSPITAL SAO VICENTE DE PAULO
5288541,FUNDACAO ATITUDE
5295785,HOSPITAL NAVAL DE NATAL
5307864,HOSPITAL GERAL MUNICIPAL SAO FRANCISCO DE ASSIS
5310350,HOSPITAL DA POLICIA MILITAR DO PARANA NN
5311403,NUCLEO DE VIGILANCIA EM SAUDE
5323436,UPA CAJURU
5323495,UPA CIDADE INDUSTRIAL
5326435,SETOR DE VIGILANCIA EPIDEMIOLOGICA
5328942,CLINICA PEDIATRICA DA BARRA
5332419,MATERNIDADE SAUDE DA CRIANCA
5332427,SAUDE HOSPITAL E MATERNIDADE
5336171,HOSPITAL REGIONAL DO JURUA
5346207,CONSULTORIO MEDICO DR LUIZ CARLOS CM AVANCADA
5346630,HOSPITAL NAVAL DE BELEM
5347149,SESAU SECRETARIA MUNICIPAL DE SAUDE PUBLICA
5350697,HOSPITAL JAQUES GONCALVES PEREIRA
5352541,UNIDADE MISTA JOAO ALFREDO MONTEIRO PINTO DANTAS
5353947,HOSPITAL DA FAMILIA DR MARCIO ROGERIO CAMARGO
5354447,VIGILANCIA EPIDEMIOLOGICA DA SERRA
5355699,HOSPITAL DE CLINICAS SANTA CRUZ
5356067,HOSPITAL MEMORIAL JABOATAO
5360218,HOSPITAL SANTA BRANCA
5360374,HOSPITAL REGIONAL UNIMED DE SOBRAL
5364213,HOSPITAL NAVAL DE LADARIO
5364515,HSCOR
5364590,SAE
5365406,UNIDADE DE SAUDE 02
5366828,SANTA CASA DE ATIBAIA
5371929,CENTRO DE ESPECIALIDADES UNIMED
5373190,DEUS MENINO
5375924,POLICLINICA DO PARQUE IPE EMILIA FREITAS
5381932,SMS DE TERRA BOA
5384117,HOSPITAL SANTO ANTONIO TENENTE PORTELA
5386349,SECRETARIA MUNICIPAL DE SAUDE DE PORTO SEGURO
5387582,UPA 24 HORAS CARAPINA FRANCISCA MARIA PIMENTEL
5390478,HOSPITAL PROCLIN ESPECIALIDADES
5395194,PRONTOMED CTI CENTRO DE TRATAMENTO INTENSIVO LTDA
5395674,HOSPITAL ANNES DIAS
5396670,HOSPITAL NAVAL DO RECIFE
5402875,SESMA
5406390,PRONTO SOCORRO MUNICIPAL DE ITANHAEM
5407591,HOSPITAL SANTO AMARO
5408369,ASSIM ASSISTENCIA MEDICA
5409063,HOSPITAL CASA RIO LARANJEIRAS
5409314,CDR INGA
5410746,SMS DE PIRAI DO SUL
5410762,SMS DE PONTA GROSSA
5412005,SEMSA DE PINHAIS
5412293,HOSPITAL MUNICIPAL DE SAO JOAO DO IVAI
5412447,HOSPITAL PUBLICO MUNICIPAL DE MACAE HPM
5416302,CENTRO MEDICO UNIMED CMU
5417139,CENTRO MEDICO HOSPITALAR DE VILA VELHA S A
5419662,HOSPITAL ESTADUAL DE APARECIDA DE GOIANIA CAIRO LOUZADA HE
5419662,HOSPITAL ESTAD DE APARECIDA DE GOIANIA CAIRO LOUZADA HEAPA
5420938,HOSP MUN CARMEN PRUDENTE
5423996,SMS COORDENADORIA GERAL DE ATENCAO PRIMARIA AP 21
5425735,SECRETARIA MUNICIPAL DE SAUDE DE GUARAMIRIM
5426936,HOSPITAL SAO JOSE REGISTRO
5433509,HOSPITAL GERAL UNIMED
5435072,PRONTO SOCORRO JARDIM JACIRA
5444462,SECRETARIA MUNICIPAL DE PROMOCAO DA SAUDE DE BLUMENAU SEMUS
5446333,HOSPITAL JOAQUIM MUTTI DE CARVALHO
5446546,HOSPITAL DA MULHER
5451604,SECRETARIA MUNICIPAL DE SAUDE DE ARACAJU SEDE
5452201,PRONTO SOCORRO MUNICIPAL DE GUARATINGUETA
5455197,SECRETARIA MUNICIPAL DE SAUDE DE PETROLINA
5456223,EL KADRI PARTICIPACOES LABORATORIO EL KADRI
5459702,DISTRITO SANITARIO CABULA BEIRU
5460301,DISTRITO SANITARIO ITAPUA
5462835,SMS COORDENADORIA GERAL DE ATENCAO PRIMARIA AP 53
5466032,SMS COORDENADORIA GERAL DE ATENCAO PRIMARIA AP 40
5468019,SMS COORDENADORIA GERAL DE ATENCAO PRIMARIA AP 33
5468892,PRONTO ATENDIMENTO DE URGENCIA E EMERGENCIA 24H SANTA LUZIA
5476321,SMS COORDENADORIA GERAL DE ATENCAO PRIMARIA AP 10
5476585,SMS COORDENADORIA GERAL DE ATENCAO PRIMARIA AP 31
5478898,SES RJ HOSPITAL ESTADUAL VEREADOR MELCHIADES CALAZANS
5481201,SECRETARIA MUNICIPAL DE SAUDE DE COTRIGUACU
5482119,SECRETARIA MUNICIPAL DE SAUDE DE GUARANTA DO NORTE
5483298,UNIMED FRANCA SP
5491207,VIGILANCIA EPIDEMIOLOGICA DE MACEIO
5492300,VIGILANCIA EPIDEMIOLOGICA MOC
5495792,DISTRITO SANITARIO CENTRO HISTORICO
5498465,HOSPITAL REGIONAL PUBLICO DO ARAGUAIA
5504120,UNIDADE DE VIGILANCIA EPIDEMIOLOGICA
5509483,NOTRE DAME INTERMEDICA MINAS GERAIS SAUDE S A
5510341,HOSPITAL EGAS MONIZ DA OBRA PORTUGUESA DE ASSISTENCIA
5515483,HOSPITAL E MATERNIDADE GALILEO
5516641,UPA 24 HORAS
5522463,SERVICO DE VERIFICACAO DE OBITOS E CAUSAS MORTIS SVO
5522935,SERVICO DE ANATOMIA PATOLOGICA E IMUNOHISTOQUIMICA SESA
5524857,CENTRO DE REFERENCIA E VIGILANCIA A SAUDE
5525705,UNIDADE INTEGRADA DE ATENDIMENTO DE NOVO HAMBURGO
5540739,HOSPITAL UNIMED RECIFE I
5543983,SECRETARIA MUNICIPAL DE SAUDE E SANEAMENTO DE JURUENA
5544556,UBS LUIS FACHIN IPIGUA
5546826,UPA DE AREMBEPE
5572924,HOSPITAL MUNICIPAL DE AURORA DO PARA
5581923,HOSPITAL INFANTIL DR ADAILTON C DE ALENCAR
5584108,HOSPITAL MUNICIPAL DE RUBIATABA
5585422,HOSPITAL REGIONAL DO BAIXO AMAZONAS DO PA DR WALDEMAR PENNA
5586348,HOSPITAL UNIVERST DA UFSCAR PROF DR HORACIO C PANEPUCCI
5589711,SECRETARIA DE ESTADO DA SAUDE SEDE
5590450,HOSPITAL VILLA LOBOS
5590663,CENTRO DE PARTO NORMAL DR ELIEZER XIMENES RODRIGUES
5595746,PRONTO ATENDIMENTO PARAVENTI
5597501,HOSPITAL REGIONAL PUBLICO DA TRANSAMAZONICA
5599504,HOSPITAL REGIONAL DO SUDESTE DO PARA DR GERALDO VELOSO
5601436,P A UNIMED ESTACAO JACAREI
5602742,FHSJ
5603145,HOSPITAL DO CENTRO
5607442,ASSOCIACAO HOSPITAL PERSONAL CUIDADOS ESPECIAIS
5608910,CENTRO MEDICO RODOLFO FERNANDES
5610044,HOSPITAL DA VIDA
5615895,HOSPITAL UNIMED CARUARU
5616298,HOSPITAL REGIONAL DR CLODOLFO RODRIGUES DE MELO
5616387,HOSPITAL NAVAL DE SALVADOR
5617286,UAI SAO JORGE
5618347,HOSPITAL REGIONAL DE EXTREMA
5621674,INSTITUTO DE SAUDE DE AMPERE ISA
5621720,SMS COORDENADORIA GERAL DE ATENCAO PRIMARIA AP 52
5625416,UNIDADE DE PRONTO ATENDIMENTO DE LENCOIS PAULISTA
5625882,HOSPITAL MUNICIPAL DE FREI INOCENCIO
5636469,AMA SE
5646669,PRONTO ATENDIMENTO INFANTIL
5654319,HOSPITAL UNIVERSITARIO NOVA ESPERANCA HUNE
5654335,HOSPITAL LAYR MAIA
5654688,HOSPITAL SANTO EXPEDITO
5657725,AHCLISA
5667739,GERENCIA DE EPIDEMIOLOGIA INFORMACAO E REGULACAO NORTE
5667747,GERENCIA DE REGULACAO EPIDEMIOLOGIA E INFORMACAO NOROESTE
5671388,SMS COORDENADORIA GERAL DE ATENCAO PRIMARIA AP 22
5672465,SECRETARIA ESTADUAL DE SAUDE PUBLICA DO RN
5677351,SMS COORDENADORIA GERAL DE ATENCAO PRIMARIA AP 32
5678838,SAO BERNARDO APART HOSPITAL S A
5682819,SMS COORDENADORIA GERAL DE ATENCAO PRIMARIA AP 51
5683408,SECRETARIA DE SAUDE DO MUNICIPIO DO CRATO
5685834,HOSPITAL DR DOMINGOS MENDES
5699525,ASSO
5701929,UNIDADE MISTA DE SAUDE DE ACRELANDIA
5704790,SECRETARIA MUNICIPAL DE SAUDE PORTO FERREIRA
5705541,VIGILANCIA EM SAUDE SUZANO
5707234,HOSPITAL NOSSA SENHORA DO O PAULISTA
5712068,HOSPITAL UNIMED CRICIUMA
5714397,MATERNIDADE NOSSA SENHORA DE LOURDES
5717256,SMS HOSPITAL MUNICIPAL RONALDO GAZOLLA AP 33
5717515,HRSM
5718368,HOSP MUN M BOI MIRIM
5749018,INSTITUTO SANTE HOSPITAL SAGRADA FAMILIA ITAPIRANGA
5824990,SMS SECRETARIA DE SAUDE DE MOGI DAS CRUZES
5828856,UNIDADE DE URGENCIA DE TERESINA PROF ZENON ROCHA HUT
5833418,HOSPITAL GERAL UNIMED
5835208,HOSPITAL MUNICIPAL DE TANHACU
5844843,FUNDACAO HOSPITALAR MUNICIPAL JOAO HENRIQUE
5851351,HOSPITAL CASSEMS DE AQUIDAUANA
5860490,HOSPITAL UNIVERSITARIO DE MARILIA
5861330,HOSPITAL SAMARITANO
5869412,CENTRO DE TRATAMENTO FABIANA MACEDO DE MORAIS
5874645,HOSPITAL 05 DE OUTUBRO
5874998,UNIDADE DE PRONTO ATENDIMENTO DR SERGIO AROUCA CAMPO GRANDE
5879604,CENTRAL DE REGULACAO DE URGENCIAS DE ARACATUBA SP
5882451,HOSPITAL MUNICIPAL DO JARDIM INGA
5883229,UPA UNIDADE DE PRE ATENDIMENTO ZONA OESTE SOROCABA
5886201,CLINICA SINHA
5887623,HOSPITAL ESTADUAL DE RIB PRETO DR CARLOS EDUARDO MARTINELLI
5893232,PRONTO SOCORRO MUNICIPAL DR CARLOS ANTONIO COSTA MAROT
5893526,SERVICO DE ATENDIMENTO MOVEL AS URGENCIAS USA
5899214,CENTRO DE EPIDEMIOLOGIA
5903394,HOSPITAL MUNICIPAL DA MULHER EM CABO FRIO
5907594,HOSP SAO LUIZ ANALIA FRANCO
5912008,CENTRO MUNICIPAL DE VIGILANCIA EM SAUDE
5922216,HOSPITAL CASA DE SAUDE
5922313,SARZEDO UPA OLDAK PINHEIRO DE REZENDE
5927579,HOSPITAL DE FORCA AEREA DE BRASILIA HFAB
5932122,CENTRO DE SAUDE JARDIM ELDORADO
5932696,PS FENELON GUEDES PEREIRA
5935377,UNIDADE MUNICIPAL DE URGENCIA DOUTOR MARIO MONTEIRO
5935857,HOSPITAL MUNICIPAL DE EMERGENCIAS ALBERT SABIN
5939712,HOSPITAL UNIMED NOROESTE CAPIXABA
5948452,UNIDADE DE VIGILANCIA EPIDEMIOLOGICA
5955211,SES UPA 24H MARE AP 31
5955629,SES UPA 24H IRAJA AP 33
5955637,SES RJ UPA 24H SANTA CRUZ
5955645,SES RJ UPA 24H BANGU
5955653,SES RJ UPA 24H CAMPO GRANDE
5955661,SES RJ UPA 24H TIJUCA
5955688,SES RJ UPA 24H RICARDO DE ALBUQUERQUE
5963109,UNIDADE DE SAUDE PSF SAO SEBASTIAO DO BAIXIO
5967198,UPA PARQUE LAFAIETE
5968496,HOSPITAL E MATERNIDADE MUNICIPAL RUBEN ALFREDO TUTAYA MENESE
5973457,UNIDADE MISTA DE SAUDE MARIANO GAYOSO CASTELO BRANCO
5978424,CLINICA INTENSICOR
5989442,UNIDADE DE PRONTO ATENDIMENTO UPA SUL DA ILHA
5995280,HOSPITAL MUNICIPAL DE ARAUCARIA
6002110,SECRETARIA MUNICIPAL DE SAUDE DE UNA
6003494,REDE PRIMAVERA HOSPITAL PRIMAVERA
6003575,CENTRO DE ESPECIALIDADES MEDICAS UNIMED FACIL
6006914,HOSPITAL MUNICIPAL ANTONIO BATISTA DA SILVA
6007317,HOSPITAL MUNICIPAL MOACYR RODRIGUES DO CARMO
6008054,UNIDADE DE PRONTO ATENDIMENTO UNIDADE XVI UPA XVI
6011926,HOSPITAL DE BOM JESUS
6014194,HOSPITAL SCHLATTER
6018912,UBS JARDIM EMBURA
6020917,HOSPITAL DA MULHER MARIA JOSE DOS SANTOS STEIN
6025668,HOSPITAL SAO LUCAS
6025692,HOSPITAL MUNICIPAL SANTA DULCE DOS POBRES
6030807,UPA JOSE SANTOS SASSO
6033075,UPA SARAPUI
6035809,UPA 24H BOM PASTOR BELFORD ROXO
6037526,SES RJ UPA 24H JACAREPAGUA
6037550,SES UPA 24H ILHA DO GOVERNADOR AP 31
6037569,SES RJ UPA 24H MARECHAL HERMES
6038883,SES RJ UPA 24H REALENGO
6038891,SES RJ UPA 24H ENGENHO NOVO AP 32
6038905,SES RJ UPA 24H CAMPO GRANDE II
6038913,SES UPA 24H PENHA AP 31
6042414,HOSPITAL DE ENSINO DR WASHINGTON ANTONIO DE BARROS
6042619,UNIDADE DE PRONTO ATENDIMENTO EM BARRA MANSA RJ UPA
6043941,HOSPITAL CENTRAL DA AERONAUTICA HCA
6046681,SECRETARIA DE SAUDE DE BARCARENA
6046762,NUCLEO DE VIGILANCIA EPIDEMIOLOGICA E IMUNIZACAO
6048110,PRONTO SOCORRO MUNICIPAL
6048692,HOSPITAL INFANTIL DR JESER AMARANTE FARIA
6049265,HOSPITAL MUNICIPAL FRANCISCO GONCALVES
6053858,COMPLEXO HOSPITALAR PREFEITO EDIVALDO ORSI
6053912,POLO REGIONAL DE JI PARANA
6058507,SECRETARIA MUNICIPAL DE SAUDE DE FEIRA DE SANTANA BA
6063411,GERENCIA DE REGULACAO EPIDEMIOLOGIA E INFORMACAO NORDESTE
6065295,UNIDADE DE SAUDE DA FAMILIA VILA CAMPOS
6069134,HOSPITAL MUNICIPAL DRA NAELMA MONTEIRO DA SILVA
6074502,HOSPITAL ARAUCARIA DE LONDRINA
6074723,CENTRO MEDICO SANTA FILOMENA RIO CLARO
6081207,SECRETARIA MUNICIPAL DE SAUDE
6085423,HOSPITAL REGIONAL JORGE DE ABREU
6086381,SECRETARIA MUNICIPAL DE SAUDE DE VOLTA REDONDA
6090621,UBS REPUBLICA FERNANDA SANTE LIMEIRA
6091997,SES RJ UPA 24H NOVA IGUACU I CABUCU
6092268,CENTRO DE SAUDE DA FAMILIA
6095666,HOSPITAL MUNICIPAL DE BARUERI DR FRANCISCO MORAN
6106056,HOSPITAL E MATERNIDADE POLICLIN TAUBATE
6108547,MATERNIDADE PROFESSOR LEIDE MORAIS
6131530,VIGILANCIA EPIDEMIOLOGICA SERTAOZINHO
6131662,AMA PARQUE FERNANDA
6131913,CENTRO DE DIAGNOSTICO E IMAGEM
6133460,UPA PEDREIRA DR CESAR ANTUNES DA ROCHA
6133622,AMA SACOMA
6135749,HOSPITAL DIA MOOCA
6135927,AMA PARELHEIROS
6137040,CENTRO MEDICO GABRIEL SOARES
6143180,AMA ENG GOULART DR JOSE PIRES
6146309,UPA TATUAPE CELSO GARCIA
6146341,UPA PIRITUBA
6146376,HOSPITAL MUNICIPAL JOSE RABELLO DE MELLO
6148344,AMA JARDIM PERI
6148956,HOSPITAL MONTEMAGNO
6159397,PERINATAL BARRA CASA DE SAUDE LARANJEIRAS
6164366,HOSPITAL ESTADUAL AMERICO BRASILIENSE
6165478,UPA JABAQUARA V CAMPESTRE
6176666,HOSPITAL RIOS DOR
6177735,UBS CENTRAL
6178529,SECRETARIA MUNICIPAL DE SAUDE DE TRAIPU
6179703,DAY HOSPITAL CENTER CLINICA
6181317,UNIDADE BASICA DE SAUDE BENITO DA SILVA
6183948,CASA DE SAUDE SAO JOAO DE DEUS
6194168,HOSPITAL UNIMED UNIDADE ANCHIETA
6194990,AMA UBS INTEGRADA CHACARA CRUZEIRO DO SUL ZELIA L M DORO
6200702,HOSPITAL MUNICIPAL DR RODOLPHO PERISSE
6201059,HOSPITAL CASSEMS UNIDADE DOURADOS
6205224,HOSPITAL UNIMED
6210902,UNIDADE DE PRONTO ATENDIMENTO CENTRO SUL
6210937,HOSPITAL 22 DE OUTUBRO MOGI MIRIM
6211496,UNIDADE DE PRONTO ATENDIMENTO DE VERA CRUZ
6218830,AMA CAPAO REDONDO
6220584,SES RJ UPA 24H BOTAFOGO
6222161,SECRETARIA MUNICIPAL DE SAUDE PROPRIA
6228968,HOSPITAL DE GUARNICAO DE PORTO VELHO
6230407,HOSPITAL SANTA TERESINHA
6231241,SECRETARIA MUNICIPAL DE SAUDE DE ARAUA
6232094,HOSPITAL MUNICIPAL NOSSA SENHORA DA PIEDADE
6234984,SECRETARIA MUN DE SAUDE DE STA LUZIA DE ITANHY
6236367,HOSPITAL UNIMED GOVERNADOR VALADARES
6236596,HOSPITAL ESTADUAL JOAO PAULO II SAO JOSE DO RIO PRETO
6237088,BAMBINO HOSPITAL
6240062,AMBULATORIO DE ESPECIALIDADE V E MOGI MIRIM
6242103,DIVISAO DE VIGILANCIA EPIDEMIOLOGICA
6243495,HOME HOSPITAL ORTOPEDICO E MEDICINA ESPECIALIZADA
6248357,PRONTO ATENDIMENTO DE DIAMANTINO
6249604,HOSPITAL SAO CAMILO
6250564,HOSPITAL MODELO DE ANANINDEUA
6253482,SECRETARIA MUN DE SAUDE DE AMPARO DE SAO FRANCISCO
6261884,VIGILANCIA EPIDEMIOLOGICA
6263151,UTI SANTA LUZIA
6270093,UPA REGIAO NORTE
6270107,UNIDADE DE PRONTO ATENDIMENTO SANTO ANTONIO
6270123,PRONTO SOCORRO VILA TONINHO
6270131,UPA JAGUARE
6271855,AES SANTANA
6273874,HOSPITAL DOM BOSCO RIO DOS CEDROS SC
6277578,HOSPITAL MUNICIPAL DE PARAUNA
6278035,LABORATORIO CARLOS CHAGAS UNIDADE HOSPITAL FEMINA
6279538,UPA UNIDADE DE PRONTO ATENDIMENTO 24 HORAS
6281303,HOSPITAL MUNICIPAL DE VALPARAISO
6283993,HOSPITAL LEFORTE
6285007,SECRETARIA MUNICIPAL DE SAUDE PITANGUEIRAS SP
6285317,SECRETARIA MUN DE SAUDE DE ITABAIANINHA
6287816,SECRETARIA MUNICIPAL DE SAUDE DE CASTANHEIRA
6288022,SECRETARIA MUN DE SAUDE DE TOBIAS BARRETO
6290035,SECRETARIA MUNICIPAL DE SAUDE DE SIMAO DIAS
6290841,UNIDADE DE PRONTO ATENDIMENTO DE CORREGO FUNDO
6292984,SECRETARIA MUN DE SAUDE DE JAPARATUBA
6295320,AESC HOSPITAL SANTA ANA
